protocol,load_mode,lambda_base,lambda_effective,M,Tp_us,best_q,stable_fraction,n_arrived,n_arrived_ci95,n_completed,n_completed_ci95,n_censored,n_censored_ci95,final_backlog,final_backlog_ci95,mean_delay_us,mean_delay_us_ci95,mean_queue_delay_us,mean_queue_delay_us_ci95,mean_access_delay_us,mean_access_delay_us_ci95,conditional_mean_delay_us,conditional_mean_delay_us_ci95,p50_delay_us,p50_delay_us_ci95,p95_delay_us,p95_delay_us_ci95,p99_delay_us,p99_delay_us_ci95,conditional_p50_delay_us,conditional_p50_delay_us_ci95,conditional_p95_delay_us,conditional_p95_delay_us_ci95,conditional_p99_delay_us,conditional_p99_delay_us_ci95,mean_boundary_wait_us,mean_boundary_wait_us_ci95,mean_difs_wait_us,mean_difs_wait_us_ci95,mean_probability_wait_us,mean_probability_wait_us_ci95,mean_busy_nav_wait_us,mean_busy_nav_wait_us_ci95,mean_collision_delay_us,mean_collision_delay_us_ci95,mean_control_delay_us,mean_control_delay_us_ci95,mean_data_delay_us,mean_data_delay_us_ci95,mean_other_access_delay_us,mean_other_access_delay_us_ci95,arrival_rate_pkt_s,arrival_rate_pkt_s_ci95,goodput_pkt_s,goodput_pkt_s_ci95,normalized_offered_units_s,normalized_offered_units_s_ci95,normalized_goodput_units_s,normalized_goodput_units_s_ci95,goodput_bit_s,goodput_bit_s_ci95,payload_airtime,payload_airtime_ci95,mean_system_packets,mean_system_packets_ci95,mean_waiting_packets,mean_waiting_packets_ci95,mean_service_packets,mean_service_packets_ci95,backlog_slope_pkt_s,backlog_slope_pkt_s_ci95,completion_ratio,completion_ratio_ci95,little_relative_error,little_relative_error_ci95,jain_fairness,jain_fairness_ci95,attempts_total,attempts_total_ci95,retransmissions_completed_cohort,retransmissions_completed_cohort_ci95,mean_attempts_completed,mean_attempts_completed_ci95,collision_waste_us_total,collision_waste_us_total_ci95,collision_channel_time_us_total,collision_channel_time_us_total_ci95,collision_tx_airtime_us_total,collision_tx_airtime_us_total_ci95,collision_channel_time_us_measure,collision_channel_time_us_measure_ci95,collision_tx_airtime_us_measure,collision_tx_airtime_us_measure_ci95,condition_elapsed_s,timeout_exceeded,result_source,rerun_replaced
sb_cf,fixed_packet,10,10,2,380,0.002,0.5,375.5,57.1779213127861,353.5,336.714425508629,22,279.536504195843,22,279.536504195843,NaN,NaN,NaN,NaN,NaN,NaN,83284.0776396266,987052.240605022,NaN,NaN,NaN,NaN,NaN,NaN,4425,16518.0661570271,522744.75,6393981.4052748,599871.325,7214993.77726809,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.5,57.1779213127861,322,736.959874698132,751,114.355842625572,644,1473.91974939626,NaN,NaN,0.1223,0.280807124669461,9.864815,98.3004093829893,9.2375075,93.4874578564855,0.6273075,4.81295152650377,113.397437397437,1380.15518345266,0.940700808625337,0.753467666296073,NaN,NaN,0.882726800148977,0.47930282595413,5754.5,62254.0501048879,4129,48982.4192579535,13.5684773861259,150.535804527697,2020202.5,23747420.1692329,692915,7561589.50054492,2020202.5,23747420.1692329,197087.5,1635320.31505752,505007.5,5093758.65117323,52.612579,0,corrected_q_rerun,1
sb_cb,fixed_packet,10,10,2,380,0.2,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,780.66637111647,860.570481356434,5.54864165129806,52.2788042469143,775.117729465172,912.849285603348,780.66637111647,860.570481356434,607.5,31.7655118404367,1459.75,2989.1346641851,4072.725,26756.4082783182,607.5,31.7655118404367,1459.75,2989.1346641851,4072.725,26756.4082783182,0,0,19.42286139878,33.0800245094473,26.8563626046248,50.6436622450271,106.778426017875,408.577981416565,52.0600794438928,420.547617432308,190,0,380,0,0,0,375.5,57.1779213127861,375.5,57.1779213127861,751,114.355842625572,751,114.355842625572,NaN,NaN,0.14269,0.0217276100988588,0.293445,0.367781096088577,0.148665,0.329154233690605,0.14478,0.0386268623979711,0.0656400656400658,1.17710398386321,1,0,0,0,0.919405694170549,0.00729232557679133,573,800.490898379006,111.5,844.962614955617,1.29485742658533,2.20533496729649,4160,32019.6359351602,3610,26428.9058512434,4160,32019.6359351602,3580,26555.9678986051,4130,32146.697982522,41.827267,0,original_stable,0
s7_clean,fixed_packet,10,10,2,380,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,697.620846928642,145.053971981327,4.22641509433962,53.7016954887383,693.394431834303,198.755667470065,697.620846928642,145.053971981327,591,12.7062047361747,1145.325,97.5201213501402,2245.005,2351.85496564222,591,12.7062047361747,1145.325,97.5201213501402,2245.005,2351.85496564222,4.00998368562917,0.709079768490953,38.4341750602922,11.201973234921,9.23476734288552,7.49704834350157,88.7617179741807,143.93278325301,10.9537877713151,50.4088795571442,162,0,380,0,0,0,375.5,57.1779213127861,375.5,57.1779213127861,751,114.355842625572,751,114.355842625572,NaN,NaN,0.14269,0.0217276100988588,0.262008,0.0943562763708335,0.119318,0.0726286662719747,0.14269,0.0217276100988588,0.127620127620128,0.941225763262639,1,0,0,0,0.919405694170549,0.00729232557679133,488.5,44.4717165766114,25.5,120.70894499366,1.06761597389701,0.311165923192247,1795.5,5203.19083946354,882,2401.47269513702,1795.5,5203.19083946354,787.5,3602.20904270553,1606.5,7604.66353460056,6.8268952,0,original_stable,0
s7_busy,fixed_packet,10,10,2,380,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,2240.28079160165,51.0020100250741,56.8924209107675,339.125927615478,2183.38837069088,390.127937640551,2240.28079160165,51.0020100250741,1588,673.428851017259,5729.525,2268.37520052558,9082.67,1875.81700520141,1588,673.428851017259,5729.525,2268.37520052558,9082.67,1875.81700520141,4.06742445736984,0.514223656704817,78.3769896439211,1.58011903415105,19.6109731876862,5.42253374912717,1348.63653000426,403.726902420805,190.696453397645,7.11053565367977,162,0,380,0,0,0,375.5,57.1779213127861,375,63.5310236808735,751,114.355842625572,750,127.062047361747,NaN,NaN,0.142614,0.022693281658808,0.8408485,0.15226480445595,0.6982345,0.129571522797142,0.142614,0.022693281658808,0.998454998454999,1.47145621713366,1,0,0.000476555289462133,0.00605520907600955,0.91901609387373,0.0122426667134508,994,76.2372284170482,442,50.8248189446988,2.17713860122003,0.043892195393085,116109,3201.96359351602,51502.5,400.245449189503,116109,3201.96359351602,42777,4002.45449189503,96453,2401.47269513702,49.8785883,0,original_stable,0
sf_cf,fixed_packet,10,10,3,570,0.2,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,6422.23544119733,19721.1822586511,497.112285430558,4237.27413213958,5925.12315576678,15483.9081265115,6422.23544119733,19721.1822586511,3887.5,8036.67449563049,20933.25,87301.1561910723,43888.2500000001,153684.722835218,3887.5,8036.67449563049,20933.25,87301.1561910723,43888.2500000001,153684.722835218,260.559139594269,56.593668424417,0,0,4538.17115902965,12263.6623520818,0,0,556.392857142857,3276.8394428542,0,0,570,0,0,0,375.5,57.1779213127861,371,114.355842625572,1126.5,171.533763938358,1113,343.067527876717,NaN,NaN,0.211545,0.064229864941363,2.368125,6.57507976482832,1.95138,5.47326122113093,0.416745,1.10181854369739,-0.247674247674248,5.5829340571429,1,0,0.0126282447814056,0.160457063651069,0.913241051477802,0.0856215377562018,865,2045.69896252413,364.5,2102.87688383691,1.97612781954887,5.74884112781438,96045,416445.860228126,96045,416445.860228126,230850,1144320.79853989,84075,423688.396927745,205200,1166048.40863875,0.5703884,0,original_stable,0
sf_cb,fixed_packet,10,10,3,570,0.5,0.5,375.5,57.1779213127861,349.5,273.183401827756,26,330.361323140542,26,330.361323140542,NaN,NaN,NaN,NaN,NaN,NaN,1385.38280274144,1120.68108673018,NaN,NaN,NaN,NaN,NaN,NaN,1057.5,95.2965355213102,2991.625,1262.67909565735,5584.69999999993,14514.2976701314,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.5,57.1779213127861,349.5,273.183401827756,1126.5,171.533763938358,1048.5,819.550205483268,NaN,NaN,0.199215,0.155714539041821,2.366475,23.9539912927313,2.16726,24.1097058317731,0.199215,0.155714539041821,36.960270960271,464.486223117382,0.931578947368421,0.869371903001426,NaN,NaN,0.914971443406023,0.0490501724888155,39048.5,489195.235445094,151,1080.02740257485,1.44870488462297,3.44093313125288,573990,7194253.12162211,573990,7194253.12162211,7335520,93001413.759815,72940,849536.84866064,575650,7154990.94898733,2.0283048,0,corrected_q_rerun,1
sb_cf,fixed_packet,10,10,3,570,0.0002,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,91821.055770322,80526.1139577327,42510.7115370975,82095.3032043368,49310.3442332246,1569.1892466042,91821.055770322,80526.1139577327,60671.25,38642.7451538913,307375.75,891318.026384366,387822.55,1116012.00969793,60671.25,38642.7451538913,307375.75,891318.026384366,387822.55,1116012.00969793,0,0,27.3044048801248,0.85846644993662,47500.9840580224,954.338225575184,744.488384877288,648.331212576553,467.567385444744,32.6217250975913,0,0,570,0,0,0,375.5,57.1779213127861,364.5,184.239968674533,1126.5,171.533763938358,1093.5,552.719906023599,NaN,NaN,0.207765,0.105016782144484,33.0294425,1.84033492847572,32.64,2.11888670180449,0.3894425,0.27855177332879,40.984810984811,382.1502390399,1,0,0.0549666970460446,0.543526895311458,0.906283353921229,0.223270943000454,854,0,308,25.4124094723494,1.82029365867499,0.05723109666244,224580,21727.6100988587,156240,8894.34331532229,224580,21727.6100988587,126345,117024.145620169,181677.5,173534.991184306,46.8056528,0,corrected_q_rerun,1
sb_cb,fixed_packet,10,10,3,570,0.2,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,1677.58620017024,6709.95425344642,96.9615193644489,539.165148885729,1580.62468080579,6170.78910456069,1677.58620017024,6709.95425344642,805,0,5948.375,44905.3158132334,17914.35,137832.461806365,805,0,5948.375,44905.3158132334,17914.35,137832.461806365,0,0,38.3011242729465,220.037118359777,49.7104376507306,264.657996298556,437.546673286991,2855.29366101947,295.06644559512,2830.80032888289,190,0,570,0,0,0,375.5,57.1779213127861,375.5,57.1779213127861,1126.5,171.533763938358,1126.5,171.533763938358,NaN,NaN,0.214035,0.0325914151482881,0.63231,2.61550871391788,0.40317,2.44893036982663,0.22914,0.16657834409125,0.553998553998554,14.1558189655249,1,0,6.62301736925244e-17,8.41534146649627e-16,0.919405694170549,0.00729232557679133,1061,5552.61146970834,588.5,5597.08318628495,2.5534082848631,14.6691412239851,27335,240083.738490021,22442.5,188528.312772992,27335,240083.738490021,21212.5,188401.25072563,25995,240083.738490021,58.1587566,0,original_stable,0
s7_clean,fixed_packet,10,10,3,570,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,963.983242303873,119.417189571747,5.55452901120726,68.4035530719179,958.428713292666,187.820742643665,963.983242303873,119.417189571747,783.5,6.35310236808735,1721.725,2042.84006645849,2851.85,1507.59119194711,783.5,6.35310236808735,1721.725,2042.84006645849,2851.85,1507.59119194711,4.00196127110228,0.744139448178655,38.1106398070648,1.53956156407534,9.20189033905518,1.94878643713958,165.616342743652,193.595405360761,9.49787913179174,6.92802703833887,162,0,570,0,0,0,375.5,57.1779213127861,375.5,57.1779213127861,1126.5,171.533763938358,1126.5,171.533763938358,NaN,NaN,0.214035,0.0325914151482881,0.362018,0.0999597126594865,0.147983,0.0673682975111984,0.214035,0.0325914151482881,0.230934230934231,0.533737369885121,1,0,7.50383919748811e-17,9.53453171506168e-16,0.919405694170549,0.00729232557679133,485,88.9434331532229,22,12.7062047361747,1.05862888352958,0.0427655990020919,1575,3201.96359351602,756,1600.98179675801,1575,3201.96359351602,661.5,400.245449189503,1386,800.490898379006,7.168215,0,original_stable,0
s7_busy,fixed_packet,10,10,3,570,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,4145.61966591006,4771.36468530558,180.773857994042,394.128616616534,3964.84580791602,5165.49330192211,4145.61966591006,4771.36468530558,2748.75,333.537874324586,12134,17947.5141898468,22318.215,67797.5766382095,2748.75,333.537874324586,12134,17947.5141898468,22318.215,67797.5766382095,4.08055043268549,0.715253516713595,133.856518655128,386.486733041007,34.6254539651014,97.8152896045809,2619.92895091502,2941.28572707528,440.354333948078,1739.19029868453,162,0,570,0,0,0,375.5,57.1779213127861,375,63.5310236808735,1126.5,171.533763938358,1125,190.59307104262,NaN,NaN,0.21375,0.0362126834980978,1.5555085,2.06504415923495,1.3417585,2.02883147573686,0.21375,0.0362126834980978,3.46325146325146,23.9092385364795,1,0,0.00205422021470428,0.0261013426212196,0.91852410428364,0.0184939871731961,1647.5,4580.58680739098,1024.5,4186.69446056956,3.71823662930912,10.7357425844724,149971.5,307788.750426728,61015.5,89254.7351692591,149971.5,307788.750426728,51660,77647.6171427636,128016,275368.869042378,45.6592787,0,original_stable,0
sf_cf,fixed_packet,10,10,4,760,0.1,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,14611.4584870194,12741.9568220043,1713.97375514257,7876.84471627888,12897.4847318769,4865.11210572542,14611.4584870194,12741.9568220043,10631.25,7036.06087265674,41710,52000.1428827948,62282.175,99892.0521192663,10631.25,7036.06087265674,41710,52000.1428827948,62282.175,99892.0521192663,328.854004114059,276.208763776129,0,0,11276.7897574124,4558.85611492439,0,0,531.840970350404,582.464754577151,0,0,760,0,0,0,375.5,57.1779213127861,379.5,82.5903307851355,1502,228.711685251145,1518,330.361323140542,NaN,NaN,0.28914,0.062768651396703,5.52869,3.017024783581,5.03567,2.89377459764011,0.49302,0.123250185940894,5.74038574038574,91.1415452396695,1,0,0.0136561515866878,0.11454975563671,0.917549880731996,0.0740316943667703,812,559.073008391687,262.5,247.770992355407,1.69979075046106,0.766400992864671,121220,149679.091792138,121220,149679.091792138,267520,395925.339579203,93040,52349.5635130397,203880,186018.837337598,0.413273,0,original_stable,0
sf_cb,fixed_packet,10,10,4,760,0.5,0.5,375.5,57.1779213127861,234.5,1734.39694648785,141,1791.57486780063,141,1791.57486780063,NaN,NaN,NaN,NaN,NaN,NaN,1744.02868694648,654.134696848178,NaN,NaN,NaN,NaN,NaN,NaN,1340,63.5310236808735,3685.25,2169.58445870182,9478.64999999999,37558.9058898955,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,375.5,57.1779213127861,235,1740.75004885593,1502,228.711685251145,940,6963.00019542373,NaN,NaN,0.178255,1.31858639649653,52.35547,657.259760773311,52.177215,658.578347169807,0.178255,1.31858639649653,188.832206832207,2390.02829403018,0.628947368421053,4.7146707047385,NaN,NaN,0.800859748803828,1.50895680498008,86557.5,1092219.00601921,90,76.2372284170482,1.55795148247978,3.80158686176655,879700,11025555.0357209,879700,11025555.0357209,16384175,207854767.831832,377035,4684460.03110921,6393290,81002690.5033505,1.7872912,0,corrected_q_rerun,1
sb_cf,fixed_packet,10,10,4,760,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,32.5379528,0,corrected_q_rerun,1
sb_cb,fixed_packet,10,10,4,760,0.1,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,22501.3760994467,266938.371823583,4653.22728401192,58598.6298867623,17848.1488154348,208339.741936821,22501.3760994467,266938.371823583,1067.5,285.889606563931,271936,3410110.28640167,375692.6,4669859.33124687,1067.5,285.889606563931,271936,3410110.28640167,375692.6,4669859.33124687,0,0,725.529241736416,8940.2825363578,2193.04133565045,27058.5080747775,5147.26374308413,61420.2815769925,8832.31449496382,110920.669748693,190,0,760,0,0,0,375.5,57.1779213127861,362.5,108.002740257485,1502,228.711685251145,1450,432.01096102994,NaN,NaN,0.2755,0.0820820825956885,1.2769625,9.18795194126344,0.9744825,9.06241463847004,0.30248,0.125537302793406,14.3610683610684,184.897191418632,1,0,3.63329408470703,46.16537850702,0.915309368642085,0.0447564252538836,18477,226640.573879148,17998,226513.511831786,48.3686161157611,596.018835757187,467220,5760993.22738161,289240,3514917.41616801,467220,5760993.22738161,44192.5,402564.331553855,60610,595793.940079231,385.5304614,0,original_stable,0
s7_clean,fixed_packet,10,10,4,760,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,1278.3078238048,231.287264856378,13.2461271102284,153.662430196471,1265.06169669457,384.949695052847,1278.3078238048,231.287264856378,979.5,6.35310236808735,2562.15,747.760148723888,4258.645,2851.971184058,979.5,6.35310236808735,2562.15,747.760148723888,4258.645,2851.971184058,4.00074123989218,0.625891890980034,38.9701659809902,1.98407143610548,9.84452404596397,6.7236173891571,276.880518513264,366.68779287413,13.365746914456,8.92832146247464,162,0,760,0,0,0,375.5,57.1779213127861,375.5,57.1779213127861,1502,228.711685251145,1502,228.711685251145,NaN,NaN,0.28538,0.0434552201977175,0.4800865,0.159939352116599,0.1947065,0.116484131918881,0.28538,0.0434552201977175,0.46035646035646,0.727456361011835,1,0,0,0,0.919405694170549,0.00729232557679133,491,12.7062047361747,31,25.4124094723494,1.08250461058306,0.0551130954473744,1953,1600.98179675801,945,800.490898379006,1953,1600.98179675801,945,800.490898379006,1953,1600.98179675801,7.2251252,0,original_stable,0
s7_busy,fixed_packet,10,10,4,760,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,5704.64584338204,10722.5849300304,221.450957582636,795.78839491529,5483.1948857994,11518.3733249457,5704.64584338204,10722.5849300304,3647.75,8509.980622053,17326.725,21820.0477383144,30139.875,93451.9122487352,3647.75,8509.980622053,17326.725,21820.0477383144,30139.875,93451.9122487352,4.02474464463044,0.588398763087788,161.276322882678,589.400622726371,38.7571357639381,138.908523860027,3793.3932295361,8137.17297732758,563.743452972053,2652.30280226867,162,0,760,0,0,0,375.5,57.1779213127861,374,88.9434331532229,1502,228.711685251145,1496,355.773732612891,NaN,NaN,0.283984,0.0708497976089101,2.134286,4.52230344626614,1.850302,4.45145364865724,0.283984,0.0708497976089101,2.25356025356025,0.17191512199555,1,0,0.00737296385638585,0.0847173209330769,0.91463999872393,0.0550580058852422,1997,5768.61695022331,1312.5,6346.74926571926,4.47989785785218,16.372239520177,167170.5,464684.966509013,64260,140886.398114705,167170.5,464684.966509013,53928,156095.725183906,140710.5,510312.947716616,44.7171424,0,original_stable,0
sf_cf,fixed_packet,10,10,5,950,0.1,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,47837.4402929494,203747.748340971,17678.3654596397,139327.008228829,30159.0748333097,64420.740112142,47837.4402929494,203747.748340971,26446.25,36006.207671135,171163.625,1056948.16994718,240616.6,1501188.53538057,26446.25,36006.207671135,171163.625,1056948.16994718,240616.6,1501188.53538057,330.705561072493,106.0595868023,0,0,26957.1529649596,58126.4771697249,0,0,1921.21630727763,6400.32252921942,0,0,950,0,0,0,375.5,57.1779213127861,349.5,349.420630244804,1877.5,285.889606563931,1747.5,1747.10315122402,NaN,NaN,0.33185,0.336079115271821,15.0451,37.3732047076764,14.0595,36.3795794973075,0.9856,0.993625210368862,71.5232935232935,705.370947514601,1,0,0.15952327618229,2.00704221050923,0.903418594296196,0.082567193692035,1360.5,2954.19260116062,757,2414.17889987319,3.02233295502908,6.73718160970466,339150,917387.981951813,339150,917387.981951813,855475,2770270.28760449,258950,381186.142085241,653750,1329704.32564068,0.4509301,0,original_stable,0
sf_cb,fixed_packet,10,10,5,950,0.2,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,3257.79137111647,3047.6259715705,110.436622215917,25.275865989761,3147.35474890055,3072.90183756026,3257.79137111647,3047.6259715705,2333.75,2144.17204922948,7933,8506.80407086898,13748.075,37145.6365808514,2333.75,2144.17204922948,7933,8506.80407086898,13748.075,37145.6365808514,287.657983401901,210.152812263762,0,0,907.258086253369,1057.68879869568,766.421832884097,1506.678468615,46.016846361186,298.381757985817,190,0,950,0,0,0,375.5,57.1779213127861,375,63.5310236808735,1877.5,285.889606563931,1875,317.655118404367,NaN,NaN,0.35661,0.055780238791807,1.2239,1.33675626926926,0.86729,1.28097603047745,0.35661,0.055780238791807,1.68521568521569,4.90808143634258,1,0,0.000429071373341192,0.00545186871610484,0.918278504766788,0.0216146249174295,569.5,438.364063398027,91.5,603.544724968298,1.24219392821677,1.57043030518851,9690,41041.0412978443,9690,41041.0412978443,20805,90531.7087452447,8170,53111.9357972102,17385,114673.497743977,1.9137769,0,corrected_q_rerun,1
sb_cf,fixed_packet,10,10,5,950,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,29.5633322,0,corrected_q_rerun,1
sb_cb,fixed_packet,10,10,5,950,0.01,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,3213.86783586324,5111.07829066245,83.3391438501915,123.254376879469,3130.52869201305,4987.82391378298,3213.86783586324,5111.07829066245,2217.5,1556.5100801814,8768.5,16060.6427865248,17395.975,93867.4051436088,2217.5,1556.5100801814,8768.5,16060.6427865248,17395.975,93867.4051436088,0,0,19.6345935593701,20.3584980623551,675.658887785502,1030.8618347948,1220.07644701376,3603.74549486356,75.1587636544191,332.858086062261,190,0,950,0,0,0,375.5,57.1779213127861,375,63.5310236808735,1877.5,285.889606563931,1875,317.655118404367,NaN,NaN,0.35625,0.0603544724968299,1.2074725,2.11752078479535,0.8407725,2.00888273430106,0.3667,0.108638050494293,2.67426867426868,16.3093703474011,1,0,0.00110009415653038,0.0139780215819444,0.916810414969307,0.0402684744553007,592.5,451.070268134202,116.5,527.30749655125,1.30897290395801,1.35723320415701,13630,56542.6110759774,13107.5,52826.0461906463,13630,56542.6110759774,11902.5,53588.4184748168,12390,57177.9213127861,777.0697413,0,corrected_q_rerun,1
s7_clean,fixed_packet,10,10,5,950,0.5,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,1723.33547666336,350.207039589573,23.5266101574691,220.924515805034,1699.80886650589,571.131555394608,1723.33547666336,350.207039589573,1184,38.1186142085241,3725.8,390.080485400567,6422.775,7892.14141675645,1184,38.1186142085241,3725.8,390.080485400567,6422.775,7892.14141675645,3.99387501773301,0.846885039037208,42.8056036317208,1.40004386701475,10.6981770463896,8.93805525529281,499.6859944673,571.522484342282,30.6252163427437,6.30019740156632,162,0,950,0,0,0,375.5,57.1779213127861,375.5,57.1779213127861,1877.5,285.889606563931,1877.5,285.889606563931,NaN,NaN,0.356725,0.0543190252471468,0.6472365,0.230039483646074,0.2905115,0.175720458398927,0.356725,0.0543190252471468,0.823902823902824,0.874823070908702,1,0,0,0,0.919405694170549,0.00729232557679133,540.5,19.059307104262,71,25.4124094723494,1.18904454532558,0.0388901074170762,5071.5,3602.20904270553,2457,1600.98179675801,5071.5,3602.20904270553,2173.5,400.245449189503,4473,1600.98179675801,7.8364564,0,original_stable,0
s7_busy,fixed_packet,10,10,5,950,0.2,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,12003.8018903391,2970.11821280754,1170.1778656547,2098.75034151213,10833.6240246844,5068.86855431967,12003.8018903391,2970.11821280754,7320.75,5816.26521798397,38661.075,21148.5248180076,56102.6300000001,27669.4126196371,7320.75,5816.26521798397,38661.075,21148.5248180076,56102.6300000001,27669.4126196371,3.95947297489006,0.615256821049058,136.028826783941,14.6136676176928,132.751691729323,20.4421816422781,8998.75431266846,4967.43594395904,450.129720527734,65.7615042796168,162,0,950,0,0,0,375.5,57.1779213127861,375.5,95.2965355213102,1877.5,285.889606563931,1877.5,476.482677606551,NaN,NaN,0.3565935,0.0888608428224375,4.497135,2.40984608405815,4.1405415,2.32098524123572,0.3565935,0.0888608428224375,10.1650241650242,11.0386280528177,1,0,0.0107695400721901,0.0378237419155989,0.913014826324078,0.0802980466999657,1699.5,146.121354466009,1043.5,311.30201603628,3.77857852177614,0.405935211602574,143419.5,10006.1362297376,57613.5,5203.19083946354,143419.5,10006.1362297376,48132,9605.89078054807,120078,44026.9994108453,138.7157011,0,corrected_q_rerun,1
sf_cf,fixed_packet,10,10,6,1140,0.05,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,148281.110778125,322858.740730249,82576.3677117322,249299.758422225,65704.7430663924,73558.9823080238,148281.110778125,322858.740730249,111515,329217.764714286,394974,853552.009357272,510544.475,1496397.34322968,111515,329217.764714286,394974,853552.009357272,510544.475,1496397.34322968,249.485653993474,337.033702925837,0,0,62183.9433962264,69147.8853933987,0,0,2131.31401617251,4748.13061755099,0,0,1140,0,0,0,375.5,57.1779213127861,326.5,108.002740257485,2253,343.067527876717,1959,648.01644154491,NaN,NaN,0.37257,0.127697357598556,48.84787,101.346150189274,47.75874,99.9900169577821,1.08913,1.35613323149192,89.1450171450172,341.66678175965,1,0,0.138425492663747,0.293499427296503,0.891867671626989,0.0830119385597922,1274,1359.56390677069,703.5,1670.86592280697,2.86957369839694,4.16502685750087,380760,579402.935969566,380760,579402.935969566,927960,1593358.07391631,292160,531881.730256273,716560,1483830.58909048,0.2240611,0,original_stable,0
sf_cb,fixed_packet,10,10,6,1140,0.2,1,375.5,57.1779213127861,375.5,57.1779213127861,0,0,0,0,4400.3088913321,4133.78386106658,205.619538232373,197.266352105028,4194.68935309973,3936.51750896155,4400.3088913321,4133.78386106658,3008.75,555.896457207643,12241.5,16499.0068499229,20272.175,50155.5196102203,3008.75,555.896457207643,12241.5,16499.0068499229,20272.175,50155.5196102203,386.11590296496,151.00177003179,0,0,1084.36859838275,1043.57840421778,1318.28167115903,2499.54336161151,75.9231805929919,242.393973100475,190,0,1140,0,0,0,375.5,57.1779213127861,373.5,82.5903307851355,2253,343.067527876717,2241,495.541984710813,NaN,NaN,0.426245,0.0883716539400949,1.64583,1.90485068302363,1.219585,1.81647902908353,0.426245,0.0883716539400949,3.37725337725338,17.3439105715606,1,0,0.00531447308169241,0.067526783040873,0.916129741297053,0.0489172534934944,640,381.186142085241,150.5,501.8950870789,1.39959568733154,1.2757577531604,16055,35005.5940481613,16055,35005.5940481613,34200,79667.9036958153,13205,44662.3096476541,28405,97774.2454448643,2.5505984,0,corrected_q_rerun,1
